normalized_vi,method,predicted_clusters_column,n_predicted_clusters,n_predicted_cluster_samples,n_ignored_predicted_clusters,n_true_cluster_samples,n_ignored_true_clusters,n_vi_cluster_samples,normalized_mutual_info_score,adjusted_rand_score,homogeneity_completeness_v_measure,adjusted_mutual_info_score
0.213,reduced_pca_euclidean_2_protbert,reduced_pca_euclidean_2_protbert_label,2,1056,17,1073,0,1056,0.3849914268327356,0.1659404115090066,0.3849914268327357,0.3812100443895532
0.213,reduced_pca_cosine_2_protbert,reduced_pca_cosine_2_protbert_label,2,1056,17,1073,0,1056,0.3849914268327356,0.1659404115090066,0.3849914268327357,0.3812100443895532
0.2134,reduced_umap_cosine_1_t33-650M-attentionmean_All,reduced_umap_cosine_1_t33-650M-attentionmean_All_label,28,1057,16,1073,0,1057,0.703731474738697,0.372935716200868,0.703731474738697,0.686360590457747
0.2136,reduced_umap_euclidean_1_t36-3B-sitemean_All,reduced_umap_euclidean_1_t36-3B-sitemean_All_label,31,1073,0,1073,0,1073,0.707556875176574,0.4136447083718664,0.707556875176574,0.6891349236993644
0.2138,reduced_pca_euclidean_2_t36-3B-mean_All,reduced_pca_euclidean_2_t36-3B-mean_All_label,2,1044,29,1073,0,1044,0.3791155039321803,0.1570424585508212,0.3791155039321803,0.3757256452486066
0.2138,reduced_pca_cosine_2_t36-3B-mean_All,reduced_pca_cosine_2_t36-3B-mean_All_label,2,1044,29,1073,0,1044,0.3791155039321803,0.1570424585508212,0.3791155039321803,0.3757256452486066
0.214,reduced_pca_cosine_1_CARP,reduced_pca_cosine_1_CARP_label,2,1068,5,1073,0,1068,0.3834906360741975,0.1624749079425984,0.3834906360741974,0.3795445704291895
0.214,reduced_pca_euclidean_1_CARP,reduced_pca_euclidean_1_CARP_label,2,1068,5,1073,0,1068,0.3834906360741975,0.1624749079425984,0.3834906360741974,0.3795445704291895
0.2141,reduced_pca_cosine_8_t33-650M-bos_All,reduced_pca_cosine_8_t33-650M-bos_All_label,26,626,447,1073,0,626,0.7261264251726524,0.4159014750599119,0.7261264251726524,0.7064499325229715
0.2141,reduced_pca_euclidean_8_t33-650M-bos_All,reduced_pca_euclidean_8_t33-650M-bos_All_label,26,626,447,1073,0,626,0.7261264251726524,0.4159014750599119,0.7261264251726524,0.7064499325229715
0.2145,reduced_pca_cosine_1_prot5,reduced_pca_cosine_1_prot5_label,2,1069,4,1073,0,1069,0.3811744358389849,0.1602339238468604,0.3811744358389849,0.37722118282642
0.2145,reduced_pca_euclidean_1_prot5,reduced_pca_euclidean_1_prot5_label,2,1069,4,1073,0,1069,0.3811744358389849,0.1602339238468604,0.3811744358389849,0.37722118282642
0.2146,reduced_t-sne_euclidean_6_t36-3B-attentionmean_All,reduced_t-sne_euclidean_6_t36-3B-attentionmean_All_label,30,831,242,1073,0,831,0.7206693529442676,0.3549432838010207,0.7206693529442675,0.7040303414838441
0.2146,reduced_umap_cosine_2_t33-650M-attentionmean_All,reduced_umap_cosine_2_t33-650M-attentionmean_All_label,7,1073,0,1073,0,1073,0.5312158917991117,0.2807068069863002,0.5312158917991117,0.5206296442149861
0.2147,reduced_mds_euclidean_2_protbert,reduced_mds_euclidean_2_protbert_label,2,1056,17,1073,0,1056,0.3785947286617443,0.1639059671803296,0.3785947286617443,0.3750387552213629
0.2147,reduced_mds_cosine_2_protbert,reduced_mds_cosine_2_protbert_label,2,1056,17,1073,0,1056,0.3785947286617443,0.1639059671803296,0.3785947286617443,0.3750387552213629
0.2147,reduced_t-sne_euclidean_10_t48-15B-attentionmean_All,reduced_t-sne_euclidean_10_t48-15B-attentionmean_All_label,30,830,243,1073,0,830,0.7252433386223713,0.3419997770927953,0.7252433386223714,0.7051876047213604
0.2148,reduced_pca_cosine_4_t36-3B-sitemean_All,reduced_pca_cosine_4_t36-3B-sitemean_All_label,23,659,414,1073,0,659,0.7101856339262523,0.4562776252010321,0.7101856339262524,0.6944816908979338
0.2148,reduced_pca_euclidean_4_t36-3B-sitemean_All,reduced_pca_euclidean_4_t36-3B-sitemean_All_label,23,659,414,1073,0,659,0.7101856339262523,0.4562776252010321,0.7101856339262524,0.6944816908979338
0.215,reduced_umap_cosine_1_CARP,reduced_umap_cosine_1_CARP_label,29,1072,1,1073,0,1072,0.7018156046082507,0.3899362554016858,0.7018156046082507,0.6841205755380316
0.2151,reduced_umap_euclidean_1_t48-15B-attentionmean_All,reduced_umap_euclidean_1_t48-15B-attentionmean_All_label,32,1046,27,1073,0,1046,0.7127354358112675,0.346352709783906,0.7127354358112675,0.6938294685636447
0.2152,reduced_pca_euclidean_10_t33-650M-bos_All,reduced_pca_euclidean_10_t33-650M-bos_All_label,24,613,460,1073,0,613,0.7206704951638201,0.4421989777378741,0.7206704951638202,0.7020545772234953
0.2152,reduced_umap_euclidean_4_t36-3B-bos_All,reduced_umap_euclidean_4_t36-3B-bos_All_label,24,1053,20,1073,0,1053,0.6942926814510152,0.4226684821214255,0.6942926814510151,0.6781168923598818
0.2152,reduced_pca_cosine_10_t33-650M-bos_All,reduced_pca_cosine_10_t33-650M-bos_All_label,24,613,460,1073,0,613,0.7206704951638201,0.4421989777378741,0.7206704951638202,0.7020545772234953
0.2153,reduced_t-sne_cosine_10_protbert,reduced_t-sne_cosine_10_protbert_label,26,953,120,1073,0,953,0.7007111347821924,0.3602579855035999,0.7007111347821923,0.6836857526323324
0.2153,reduced_pca_euclidean_2_t48-15B-bos_All,reduced_pca_euclidean_2_t48-15B-bos_All_label,2,1070,3,1073,0,1070,0.3830386237366543,0.1692715582127913,0.3830386237366543,0.3790856349668756
0.2153,reduced_pca_cosine_2_t48-15B-bos_All,reduced_pca_cosine_2_t48-15B-bos_All_label,2,1070,3,1073,0,1070,0.3830386237366543,0.1692715582127913,0.3830386237366543,0.3790856349668756
0.2164,reduced_umap_euclidean_1_t36-3B-mean_All,reduced_umap_euclidean_1_t36-3B-mean_All_label,21,1067,6,1073,0,1067,0.6838765758162867,0.4094161371920028,0.6838765758162866,0.6688412515557923
0.2165,reduced_pca_cosine_6_t33-650M-bos_All,reduced_pca_cosine_6_t33-650M-bos_All_label,26,617,456,1073,0,617,0.7289193834438756,0.4414228771012154,0.7289193834438756,0.7055813985925189
0.2165,reduced_pca_euclidean_6_t33-650M-bos_All,reduced_pca_euclidean_6_t33-650M-bos_All_label,26,617,456,1073,0,617,0.7289193834438756,0.4414228771012154,0.7289193834438756,0.7055813985925189
0.2169,reduced_pca_euclidean_8_t48-15B-bos_All,reduced_pca_euclidean_8_t48-15B-bos_All_label,25,594,479,1073,0,594,0.7240821278209982,0.4176538530038389,0.7240821278209981,0.7039093453666415
0.2169,reduced_pca_cosine_8_t48-15B-bos_All,reduced_pca_cosine_8_t48-15B-bos_All_label,25,594,479,1073,0,594,0.7240821278209982,0.4176538530038389,0.7240821278209981,0.7039093453666415
0.2174,reduced_umap_cosine_1_protbert,reduced_umap_cosine_1_protbert_label,33,1040,33,1073,0,1040,0.7096513145507097,0.3571523614272583,0.7096513145507097,0.6899378587606015
0.2176,reduced_pca_euclidean_10_t48-15B-bos_All,reduced_pca_euclidean_10_t48-15B-bos_All_label,25,605,468,1073,0,605,0.7221238678704541,0.414971110034309,0.722123867870454,0.702246097326359
0.2176,reduced_pca_cosine_10_t48-15B-bos_All,reduced_pca_cosine_10_t48-15B-bos_All_label,25,605,468,1073,0,605,0.7221238678704541,0.414971110034309,0.722123867870454,0.702246097326359
0.2177,reduced_pca_euclidean_1_t36-3B-bos_All,reduced_pca_euclidean_1_t36-3B-bos_All_label,2,1073,0,1073,0,1073,0.3762346819294794,0.1683214082641839,0.3762346819294793,0.3722429425545256
0.2177,reduced_pca_euclidean_2_t36-3B-bos_All,reduced_pca_euclidean_2_t36-3B-bos_All_label,2,1073,0,1073,0,1073,0.3762346819294794,0.1683214082641839,0.3762346819294793,0.3722429425545256
0.2177,reduced_pca_cosine_2_t36-3B-bos_All,reduced_pca_cosine_2_t36-3B-bos_All_label,2,1073,0,1073,0,1073,0.3762346819294794,0.1683214082641839,0.3762346819294793,0.3722429425545256
0.2177,reduced_pca_cosine_1_t36-3B-bos_All,reduced_pca_cosine_1_t36-3B-bos_All_label,2,1073,0,1073,0,1073,0.3762346819294794,0.1683214082641839,0.3762346819294793,0.3722429425545256
0.2181,reduced_mds_euclidean_2_t48-15B-bos_All,reduced_mds_euclidean_2_t48-15B-bos_All_label,2,1072,1,1073,0,1072,0.3747159742391914,0.1667705652794506,0.3747159742391915,0.370713912297299
0.2181,reduced_mds_cosine_2_t48-15B-bos_All,reduced_mds_cosine_2_t48-15B-bos_All_label,2,1072,1,1073,0,1072,0.3747159742391914,0.1667705652794506,0.3747159742391915,0.370713912297299
0.2184,reduced_umap_cosine_8_t48-15B-bos_All,reduced_umap_cosine_8_t48-15B-bos_All_label,27,1052,21,1073,0,1052,0.696927982558416,0.3924390021574041,0.696927982558416,0.679345710152931
0.2187,reduced_pca_cosine_1_protbert,reduced_pca_cosine_1_protbert_label,2,1066,7,1073,0,1066,0.3708351527169142,0.1619552782679837,0.3708351527169143,0.3668003562475662
0.2187,reduced_t-sne_euclidean_8_t36-3B-attentionmean_All,reduced_t-sne_euclidean_8_t36-3B-attentionmean_All_label,31,821,252,1073,0,821,0.7180800639586352,0.3451026052733409,0.7180800639586352,0.7006186005303575
0.2187,reduced_pca_euclidean_1_protbert,reduced_pca_euclidean_1_protbert_label,2,1066,7,1073,0,1066,0.3708351527169142,0.1619552782679837,0.3708351527169143,0.3668003562475662
0.2188,reduced_pca_cosine_1_t48-15B-bos_All,reduced_pca_cosine_1_t48-15B-bos_All_label,2,1073,0,1073,0,1073,0.3734235850435871,0.1674155089249159,0.3734235850435871,0.3694123228177055
0.2188,reduced_umap_euclidean_10_t48-15B-bos_All,reduced_umap_euclidean_10_t48-15B-bos_All_label,25,1066,7,1073,0,1066,0.6910907096948442,0.3862552122625328,0.6910907096948442,0.6743999457772566
0.2188,reduced_pca_euclidean_1_t48-15B-bos_All,reduced_pca_euclidean_1_t48-15B-bos_All_label,2,1073,0,1073,0,1073,0.3734235850435871,0.1674155089249159,0.3734235850435871,0.3694123228177055
0.2189,reduced_pca_euclidean_4_t48-15B-bos_All,reduced_pca_euclidean_4_t48-15B-bos_All_label,24,625,448,1073,0,625,0.7164652695051575,0.4243896323942097,0.7164652695051574,0.6957622012970033
0.2189,reduced_pca_cosine_4_t48-15B-bos_All,reduced_pca_cosine_4_t48-15B-bos_All_label,24,625,448,1073,0,625,0.7164652695051575,0.4243896323942097,0.7164652695051574,0.6957622012970033
0.2199,reduced_t-sne_euclidean_10_t48-15B-mean_All,reduced_t-sne_euclidean_10_t48-15B-mean_All_label,31,824,249,1073,0,824,0.7210268568765097,0.3307847299692448,0.7210268568765097,0.7005171045405131
0.2206,reduced_pca_euclidean_6_t48-15B-bos_All,reduced_pca_euclidean_6_t48-15B-bos_All_label,25,621,452,1073,0,621,0.720184193463674,0.3951951375638893,0.720184193463674,0.6996057395638465
0.2206,reduced_pca_cosine_6_t48-15B-bos_All,reduced_pca_cosine_6_t48-15B-bos_All_label,25,621,452,1073,0,621,0.720184193463674,0.3951951375638893,0.720184193463674,0.6996057395638465
0.2207,reduced_umap_euclidean_10_t36-3B-bos_All,reduced_umap_euclidean_10_t36-3B-bos_All_label,7,1073,0,1073,0,1073,0.5219178024878937,0.2726068046056763,0.5219178024878935,0.5109890169661842
0.223,reduced_umap_cosine_10_t36-3B-bos_All,reduced_umap_cosine_10_t36-3B-bos_All_label,6,1073,0,1073,0,1073,0.5210431849672901,0.186691939544632,0.5210431849672901,0.5114619071822972
0.224,reduced_t-sne_cosine_10_t33-650M-mean_All,reduced_t-sne_cosine_10_t33-650M-mean_All_label,33,851,222,1073,0,851,0.7123984308901652,0.3341247908238023,0.7123984308901652,0.6918096301929556
0.2241,reduced_t-sne_cosine_8_t33-650M-sitemean_All,reduced_t-sne_cosine_8_t33-650M-sitemean_All_label,32,797,276,1073,0,797,0.711859631822446,0.34202857761106,0.7118596318224462,0.6936170020274689
0.2248,reduced_pca_cosine_4_t36-3B-attentionmean_All,reduced_pca_cosine_4_t36-3B-attentionmean_All_label,26,621,452,1073,0,621,0.7100144060753175,0.4074537681652701,0.7100144060753174,0.6913098005296746
0.2248,reduced_pca_euclidean_4_t36-3B-attentionmean_All,reduced_pca_euclidean_4_t36-3B-attentionmean_All_label,26,621,452,1073,0,621,0.7100144060753175,0.4074537681652701,0.7100144060753174,0.6913098005296746
0.2256,reduced_t-sne_cosine_6_protbert,reduced_t-sne_cosine_6_protbert_label,31,947,126,1073,0,947,0.7049119129836328,0.314845856676766,0.7049119129836328,0.6858942970666133
0.2257,reduced_pca_euclidean_4_t36-3B-bos_All,reduced_pca_euclidean_4_t36-3B-bos_All_label,24,590,483,1073,0,590,0.7087433902278689,0.3997181904627893,0.7087433902278688,0.6871744023910958
0.2257,reduced_pca_cosine_4_t36-3B-bos_All,reduced_pca_cosine_4_t36-3B-bos_All_label,24,590,483,1073,0,590,0.7087433902278689,0.3997181904627893,0.7087433902278688,0.6871744023910958
0.2259,reduced_umap_euclidean_6_t36-3B-bos_All,reduced_umap_euclidean_6_t36-3B-bos_All_label,12,1073,0,1073,0,1073,0.6048542241793969,0.3102725703595443,0.604854224179397,0.5918675093462675
0.2264,reduced_umap_cosine_4_t36-3B-bos_All,reduced_umap_cosine_4_t36-3B-bos_All_label,19,1073,0,1073,0,1073,0.6641572190697221,0.4024100366960946,0.6641572190697222,0.6492744584458059
0.227,reduced_umap_cosine_2_t33-650M-bos_All,reduced_umap_cosine_2_t33-650M-bos_All_label,3,1073,0,1073,0,1073,0.4292353072995495,0.2206769756931877,0.4292353072995495,0.4231848260966616
0.2286,reduced_t-sne_cosine_8_t48-15B-bos_All,reduced_t-sne_cosine_8_t48-15B-bos_All_label,30,888,185,1073,0,888,0.6965218561131,0.3723718936762709,0.6965218561131001,0.6761236734355454
0.2288,reduced_t-sne_euclidean_6_t33-650M-sitemean_All,reduced_t-sne_euclidean_6_t33-650M-sitemean_All_label,34,826,247,1073,0,826,0.7042439987522934,0.3434233102740987,0.7042439987522933,0.6839981833016279
0.2289,reduced_t-sne_euclidean_8_t36-3B-mean_All,reduced_t-sne_euclidean_8_t36-3B-mean_All_label,34,842,231,1073,0,842,0.7086137675822299,0.320516405857681,0.7086137675822297,0.689096058825857
0.2297,reduced_pca_cosine_1_t48-15B-mean_All,reduced_pca_cosine_1_t48-15B-mean_All_label,2,1064,9,1073,0,1064,0.391877100089722,0.2879244560273299,0.391877100089722,0.3883731990854328
0.2297,reduced_pca_euclidean_1_t48-15B-mean_All,reduced_pca_euclidean_1_t48-15B-mean_All_label,2,1064,9,1073,0,1064,0.391877100089722,0.2879244560273299,0.391877100089722,0.3883731990854328
0.2298,reduced_pca_cosine_1_t48-15B-attentionmean_All,reduced_pca_cosine_1_t48-15B-attentionmean_All_label,2,1063,10,1073,0,1063,0.3917685581066539,0.2879779880519276,0.3917685581066539,0.3882606217367117
0.2298,reduced_pca_euclidean_1_t48-15B-attentionmean_All,reduced_pca_euclidean_1_t48-15B-attentionmean_All_label,2,1063,10,1073,0,1063,0.3917685581066539,0.2879779880519276,0.3917685581066539,0.3882606217367117
0.2306,reduced_umap_euclidean_4_t48-15B-sitemean_All,reduced_umap_euclidean_4_t48-15B-sitemean_All_label,3,1073,0,1073,0,1073,0.3450390528396662,0.1131764976973114,0.3450390528396662,0.338237727913906
0.2309,reduced_t-sne_euclidean_10_t36-3B-mean_All,reduced_t-sne_euclidean_10_t36-3B-mean_All_label,33,841,232,1073,0,841,0.7044676966363721,0.3229506590657684,0.7044676966363722,0.6851289567448796
0.2323,reduced_umap_cosine_1_t33-650M-sitemean_All,reduced_umap_cosine_1_t33-650M-sitemean_All_label,33,1051,22,1073,0,1051,0.6908108013448877,0.3307032903150081,0.6908108013448878,0.670115788196416
0.2331,reduced_mds_cosine_1_t48-15B-attentionmean_All,reduced_mds_cosine_1_t48-15B-attentionmean_All_label,2,1040,33,1073,0,1040,0.3199298905890934,0.1485278410071104,0.3199298905890934,0.3162156018028748
0.2331,reduced_mds_euclidean_1_t48-15B-attentionmean_All,reduced_mds_euclidean_1_t48-15B-attentionmean_All_label,2,1040,33,1073,0,1040,0.3199298905890934,0.1485278410071104,0.3199298905890934,0.3162156018028748
0.2342,reduced_mds_euclidean_2_t33-650M-sitemean_All,reduced_mds_euclidean_2_t33-650M-sitemean_All_label,2,1030,43,1073,0,1030,0.3131771075902814,0.1456761705093411,0.3131771075902814,0.3093839220270201
0.2342,reduced_mds_cosine_2_t33-650M-sitemean_All,reduced_mds_cosine_2_t33-650M-sitemean_All_label,2,1030,43,1073,0,1030,0.3131771075902814,0.1456761705093411,0.3131771075902814,0.3093839220270201
0.2361,reduced_pca_cosine_2_t33-650M-bos_All,reduced_pca_cosine_2_t33-650M-bos_All_label,2,1046,27,1073,0,1046,0.3053936739722931,0.1226278572181812,0.3053936739722931,0.3008742256801969
0.2361,reduced_pca_euclidean_2_t33-650M-bos_All,reduced_pca_euclidean_2_t33-650M-bos_All_label,2,1046,27,1073,0,1046,0.3053936739722931,0.1226278572181812,0.3053936739722931,0.3008742256801969
0.2367,reduced_mds_cosine_2_t33-650M-bos_All,reduced_mds_cosine_2_t33-650M-bos_All_label,2,1045,28,1073,0,1045,0.3038355486233708,0.121692464534426,0.3038355486233708,0.2993015247601241
0.2367,reduced_mds_euclidean_2_t33-650M-bos_All,reduced_mds_euclidean_2_t33-650M-bos_All_label,2,1045,28,1073,0,1045,0.3038355486233708,0.121692464534426,0.3038355486233708,0.2993015247601241
0.2369,reduced_pca_euclidean_1_t33-650M-sitemean_All,reduced_pca_euclidean_1_t33-650M-sitemean_All_label,2,1066,7,1073,0,1066,0.2957137538064323,0.1191032545271189,0.2957137538064323,0.2917331945961041
0.2369,reduced_pca_cosine_1_t33-650M-sitemean_All,reduced_pca_cosine_1_t33-650M-sitemean_All_label,2,1066,7,1073,0,1066,0.2957137538064323,0.1191032545271189,0.2957137538064323,0.2917331945961041
0.2371,reduced_pca_euclidean_1_t33-650M-mean_All,reduced_pca_euclidean_1_t33-650M-mean_All_label,2,1068,5,1073,0,1068,0.3193187889083137,0.1461555008780456,0.3193187889083138,0.3151897808569852
0.2371,reduced_pca_cosine_1_t33-650M-mean_All,reduced_pca_cosine_1_t33-650M-mean_All_label,2,1068,5,1073,0,1068,0.3193187889083137,0.1461555008780456,0.3193187889083138,0.3151897808569852
0.2373,reduced_t-sne_euclidean_8_t48-15B-bos_All,reduced_t-sne_euclidean_8_t48-15B-bos_All_label,30,850,223,1073,0,850,0.6903937648017469,0.3348592825040062,0.6903937648017467,0.6704422000130651
0.2373,reduced_pca_euclidean_1_t33-650M-attentionmean_All,reduced_pca_euclidean_1_t33-650M-attentionmean_All_label,2,1067,6,1073,0,1067,0.3184935176295559,0.1455316477057179,0.3184935176295559,0.3143562777679158
0.2373,reduced_pca_cosine_1_t33-650M-attentionmean_All,reduced_pca_cosine_1_t33-650M-attentionmean_All_label,2,1067,6,1073,0,1067,0.3184935176295559,0.1455316477057179,0.3184935176295559,0.3143562777679158
0.2374,reduced_t-sne_cosine_6_t48-15B-bos_All,reduced_t-sne_cosine_6_t48-15B-bos_All_label,31,892,181,1073,0,892,0.688066074518962,0.3363669201626201,0.688066074518962,0.6674113871566074
0.2381,reduced_t-sne_euclidean_10_t48-15B-bos_All,reduced_t-sne_euclidean_10_t48-15B-bos_All_label,29,842,231,1073,0,842,0.6865659934473497,0.3340384355564159,0.6865659934473497,0.6673312512425088
0.2382,reduced_umap_cosine_10_t48-15B-bos_All,reduced_umap_cosine_10_t48-15B-bos_All_label,29,1064,9,1073,0,1064,0.6732464296992762,0.3607798102481157,0.6732464296992762,0.6535472408323836
0.2391,reduced_pca_euclidean_1_t33-650M-bos_All,reduced_pca_euclidean_1_t33-650M-bos_All_label,2,1066,7,1073,0,1066,0.2985861525111585,0.115732783151933,0.2985861525111585,0.2941458894517442
0.2391,reduced_pca_cosine_1_t33-650M-bos_All,reduced_pca_cosine_1_t33-650M-bos_All_label,2,1066,7,1073,0,1066,0.2985861525111585,0.115732783151933,0.2985861525111585,0.2941458894517442
0.2413,reduced_t-sne_euclidean_6_t48-15B-bos_All,reduced_t-sne_euclidean_6_t48-15B-bos_All_label,31,867,206,1073,0,867,0.6865374447544018,0.3273399961478602,0.6865374447544018,0.665761598043824
0.2417,reduced_t-sne_euclidean_10_t33-650M-bos_All,reduced_t-sne_euclidean_10_t33-650M-bos_All_label,30,912,161,1073,0,912,0.6807090964252079,0.3662006914044401,0.6807090964252079,0.6591766086563701
0.2419,reduced_t-sne_cosine_8_t33-650M-bos_All,reduced_t-sne_cosine_8_t33-650M-bos_All_label,27,909,164,1073,0,909,0.6765647724932163,0.3605793845239304,0.6765647724932164,0.6568836390440708
0.2423,reduced_umap_cosine_1_t36-3B-sitemean_All,reduced_umap_cosine_1_t36-3B-sitemean_All_label,34,1044,29,1073,0,1044,0.680749402833599,0.3105319827097788,0.680749402833599,0.6595022318612194
0.2425,reduced_t-sne_cosine_6_t33-650M-bos_All,reduced_t-sne_cosine_6_t33-650M-bos_All_label,27,911,162,1073,0,911,0.6759778842131391,0.3615821767210004,0.675977884213139,0.6558249045910836
0.2428,reduced_t-sne_cosine_10_t48-15B-bos_All,reduced_t-sne_cosine_10_t48-15B-bos_All_label,29,888,185,1073,0,888,0.6705728601538227,0.3430810270960786,0.6705728601538227,0.649487196166894
0.2441,reduced_t-sne_euclidean_8_t33-650M-bos_All,reduced_t-sne_euclidean_8_t33-650M-bos_All_label,31,927,146,1073,0,927,0.6776232879105112,0.3591388798550231,0.6776232879105112,0.6556886490428709
0.2441,reduced_umap_cosine_1_t36-3B-bos_All,reduced_umap_cosine_1_t36-3B-bos_All_label,8,1073,0,1073,0,1073,0.5342188339188132,0.390271997935215,0.5342188339188132,0.5230307581620027
0.2457,reduced_t-sne_cosine_10_t33-650M-bos_All,reduced_t-sne_cosine_10_t33-650M-bos_All_label,26,922,151,1073,0,922,0.6689948575727536,0.3584653072511553,0.6689948575727537,0.649243102768538
0.2508,reduced_umap_euclidean_1_t33-650M-sitemean_All,reduced_umap_euclidean_1_t33-650M-sitemean_All_label,37,1045,28,1073,0,1045,0.6738293052906417,0.3020841272380725,0.6738293052906417,0.6501176005563798
0.2546,reduced_umap_euclidean_1_t48-15B-bos_All,reduced_umap_euclidean_1_t48-15B-bos_All_label,32,1060,13,1073,0,1060,0.6592383608921806,0.3203252488576263,0.6592383608921806,0.6371301533377087
0.2566,reduced_mds_euclidean_1_t48-15B-mean_All,reduced_mds_euclidean_1_t48-15B-mean_All_label,2,1047,26,1073,0,1047,0.2506932035687771,0.1135599586114654,0.2506932035687771,0.2466409420856967
0.2566,reduced_mds_cosine_1_t48-15B-mean_All,reduced_mds_cosine_1_t48-15B-mean_All_label,2,1047,26,1073,0,1047,0.2506932035687771,0.1135599586114654,0.2506932035687771,0.2466409420856967
0.2579,reduced_umap_cosine_1_t48-15B-bos_All,reduced_umap_cosine_1_t48-15B-bos_All_label,31,1056,17,1073,0,1056,0.6523977016601346,0.3292632414530371,0.6523977016601344,0.6302251335592153
0.2586,reduced_umap_cosine_2_prot5,reduced_umap_cosine_2_prot5_label,6,1073,0,1073,0,1073,0.4458104838690642,0.1288582323254615,0.4458104838690641,0.4347481953190157
0.2603,reduced_umap_cosine_6_t48-15B-bos_All,reduced_umap_cosine_6_t48-15B-bos_All_label,11,1073,0,1073,0,1073,0.546732333870187,0.2366299141912395,0.5467323338701872,0.532840302432349
0.264,reduced_umap_euclidean_1_t33-650M-bos_All,reduced_umap_euclidean_1_t33-650M-bos_All_label,32,1049,24,1073,0,1049,0.6444391661287621,0.354735811766043,0.6444391661287622,0.6210436587065279
0.2659,reduced_umap_euclidean_6_t48-15B-bos_All,reduced_umap_euclidean_6_t48-15B-bos_All_label,5,1073,0,1073,0,1073,0.3826229589369827,0.0768882728905828,0.3826229589369827,0.3719300311314963
0.2659,reduced_umap_cosine_2_t33-650M-sitemean_All,reduced_umap_cosine_2_t33-650M-sitemean_All_label,2,1073,0,1073,0,1073,0.1634361196973527,0.0453935319827021,0.1634361196973527,0.1585700262155805
0.2668,reduced_mds_cosine_1_prot5,reduced_mds_cosine_1_prot5_label,2,1065,8,1073,0,1065,0.1971703710657691,0.066323555029948,0.1971703710657691,0.192235261013767
0.2668,reduced_mds_euclidean_1_prot5,reduced_mds_euclidean_1_prot5_label,2,1065,8,1073,0,1065,0.1971703710657691,0.066323555029948,0.1971703710657691,0.192235261013767
0.2679,reduced_mds_cosine_1_CARP,reduced_mds_cosine_1_CARP_label,2,1062,11,1073,0,1062,0.1846938495701656,0.0521790261440825,0.1846938495701656,0.1796935116481836
0.2679,reduced_mds_euclidean_1_CARP,reduced_mds_euclidean_1_CARP_label,2,1062,11,1073,0,1062,0.1846938495701656,0.0521790261440825,0.1846938495701656,0.1796935116481836
0.2691,reduced_mds_cosine_1_protbert,reduced_mds_cosine_1_protbert_label,2,1060,13,1073,0,1060,0.1807260214257344,0.0532472509342722,0.1807260214257344,0.1757477234683574
0.2691,reduced_mds_euclidean_1_protbert,reduced_mds_euclidean_1_protbert_label,2,1060,13,1073,0,1060,0.1807260214257344,0.0532472509342722,0.1807260214257344,0.1757477234683574
0.27,reduced_mds_cosine_1_t48-15B-sitemean_All,reduced_mds_cosine_1_t48-15B-sitemean_All_label,2,1063,10,1073,0,1063,0.1760059669314415,0.0559930802503558,0.1760059669314414,0.171461809179535
0.27,reduced_mds_euclidean_1_t48-15B-sitemean_All,reduced_mds_euclidean_1_t48-15B-sitemean_All_label,2,1063,10,1073,0,1063,0.1760059669314415,0.0559930802503558,0.1760059669314414,0.171461809179535
0.2729,reduced_umap_cosine_2_t48-15B-bos_All,reduced_umap_cosine_2_t48-15B-bos_All_label,7,1073,0,1073,0,1073,0.4492520517242703,0.1417082631860154,0.4492520517242703,0.4369360824343958
0.2742,reduced_mds_cosine_1_t33-650M-attentionmean_All,reduced_mds_cosine_1_t33-650M-attentionmean_All_label,2,1067,6,1073,0,1067,0.1194414699330001,0.031520287031211,0.1194414699330001,0.1146019422406336
0.2742,reduced_mds_euclidean_1_t33-650M-attentionmean_All,reduced_mds_euclidean_1_t33-650M-attentionmean_All_label,2,1067,6,1073,0,1067,0.1194414699330001,0.031520287031211,0.1194414699330001,0.1146019422406336
0.2745,reduced_umap_cosine_2_t36-3B-bos_All,reduced_umap_cosine_2_t36-3B-bos_All_label,9,1073,0,1073,0,1073,0.4922903717113782,0.2301807433798055,0.4922903717113782,0.478777323492834
0.2755,reduced_mds_cosine_1_t33-650M-mean_All,reduced_mds_cosine_1_t33-650M-mean_All_label,2,1065,8,1073,0,1065,0.110097539794864,0.0283674707953466,0.1100975397948641,0.1052413400239876
0.2755,reduced_mds_euclidean_1_t33-650M-mean_All,reduced_mds_euclidean_1_t33-650M-mean_All_label,2,1065,8,1073,0,1065,0.110097539794864,0.0283674707953466,0.1100975397948641,0.1052413400239876
0.2761,reduced_umap_euclidean_2_t48-15B-bos_All,reduced_umap_euclidean_2_t48-15B-bos_All_label,3,1073,0,1073,0,1073,0.2378387559044267,0.0163173209894651,0.2378387559044267,0.2298341720417787
0.2764,reduced_umap_euclidean_4_t48-15B-bos_All,reduced_umap_euclidean_4_t48-15B-bos_All_label,14,1073,0,1073,0,1073,0.5475787199468684,0.2626766679294496,0.5475787199468682,0.5313095224397769
0.2767,reduced_umap_cosine_4_t48-15B-bos_All,reduced_umap_cosine_4_t48-15B-bos_All_label,4,1073,0,1073,0,1073,0.2996972197409682,0.0305430488947396,0.2996972197409682,0.2897881353271299
